Codigo Municipio,Nº Establecimientos Agricultura,Nº Establecimientos Industria,Nº Establecimientos Construccion,Nº Establecimientos Servicios
18144,2.0,1.0,4.0,7.0
18145,4.0,43.0,62.0,284.0
18146,4.0,0.0,5.0,22.0
18147,11.0,11.0,9.0,109.0
18148,8.0,2.0,3.0,16.0
18149,3.0,10.0,20.0,141.0
18150,21.0,55.0,36.0,128.0
18151,0.0,0.0,2.0,17.0
18152,19.0,2.0,3.0,14.0
18153,11.0,91.0,89.0,451.0
18154,4.0,4.0,9.0,11.0
18157,3.0,5.0,11.0,38.0
18158,96.0,26.0,36.0,161.0
18159,47.0,3.0,3.0,16.0
18161,1.0,0.0,0.0,4.0
18162,30.0,4.0,1.0,30.0
18163,1.0,3.0,2.0,13.0
18164,37.0,8.0,7.0,28.0
18165,2.0,12.0,23.0,97.0
18167,12.0,14.0,11.0,36.0
18168,1.0,1.0,5.0,6.0
18170,17.0,1.0,1.0,6.0
18171,48.0,6.0,10.0,28.0
18173,33.0,18.0,31.0,247.0
18174,3.0,1.0,0.0,6.0
18175,33.0,80.0,38.0,313.0
18176,1.0,0.0,4.0,3.0
18177,12.0,0.0,3.0,7.0
18178,16.0,2.0,3.0,13.0
18179,6.0,2.0,2.0,11.0
18180,1.0,16.0,2.0,32.0
18181,0.0,2.0,1.0,3.0
18182,23.0,14.0,9.0,47.0
18183,5.0,1.0,4.0,14.0
18184,18.0,8.0,15.0,41.0
18185,14.0,3.0,4.0,14.0
18187,7.0,1.0,4.0,10.0
18188,16.0,5.0,10.0,17.0
18189,0.0,7.0,4.0,17.0
18192,23.0,7.0,6.0,43.0
18193,4.0,20.0,68.0,334.0
18194,21.0,11.0,6.0,31.0
18901,0.0,3.0,2.0,15.0
18902,12.0,7.0,2.0,23.0
18903,6.0,6.0,4.0,15.0
18904,6.0,1.0,5.0,13.0
18905,14.0,27.0,49.0,192.0
18906,10.0,4.0,2.0,6.0
18907,9.0,14.0,7.0,21.0
18908,7.0,5.0,9.0,27.0
18909,16.0,1.0,2.0,17.0
18910,5.0,2.0,1.0,9.0
18911,12.0,11.0,22.0,98.0
18912,64.0,8.0,6.0,14.0
18913,20.0,4.0,0.0,11.0
18914,,,,
18915,,,,
18916,,,,
19001,0.0,0.0,3.0,2.0
19002,1.0,0.0,0.0,2.0
19003,0.0,0.0,0.0,2.0
19004,0.0,0.0,0.0,3.0
19005,1.0,0.0,0.0,2.0
19006,1.0,1.0,12.0,21.0
19007,1.0,2.0,4.0,15.0
19008,0.0,0.0,0.0,3.0
19009,2.0,0.0,1.0,7.0
19010,0.0,0.0,0.0,1.0
19011,0.0,0.0,3.0,17.0
19013,3.0,0.0,3.0,6.0
19015,0.0,0.0,0.0,2.0
19016,0.0,1.0,0.0,2.0
19017,0.0,0.0,0.0,3.0
19018,1.0,0.0,3.0,5.0
19019,0.0,0.0,0.0,1.0
19020,0.0,1.0,0.0,11.0
19021,7.0,7.0,8.0,20.0
19022,0.0,3.0,11.0,20.0
19023,1.0,0.0,0.0,4.0
19024,6.0,27.0,29.0,168.0
19027,0.0,2.0,1.0,4.0
19031,,,,
19032,3.0,1.0,3.0,2.0
19033,0.0,0.0,0.0,2.0
19034,0.0,0.0,0.0,1.0
19036,3.0,3.0,4.0,7.0
19037,1.0,0.0,2.0,5.0
19038,0.0,0.0,0.0,1.0
19039,0.0,0.0,1.0,4.0
19040,0.0,0.0,1.0,2.0
19041,0.0,0.0,0.0,3.0
19042,0.0,0.0,0.0,3.0
19043,1.0,0.0,0.0,3.0
19044,0.0,6.0,3.0,9.0
19045,1.0,1.0,2.0,5.0
19046,7.0,72.0,107.0,568.0
19047,3.0,0.0,1.0,3.0
19048,0.0,0.0,0.0,1.0
19049,0.0,0.0,0.0,2.0
19050,0.0,0.0,0.0,2.0
19051,2.0,0.0,3.0,3.0
19052,0.0,0.0,2.0,0.0
19053,11.0,10.0,25.0,73.0
19054,2.0,0.0,2.0,11.0
19055,2.0,0.0,0.0,2.0
19057,0.0,0.0,1.0,2.0
19058,5.0,40.0,94.0,289.0
19059,0.0,0.0,0.0,2.0
19060,0.0,0.0,1.0,9.0
19061,1.0,0.0,0.0,1.0
19064,0.0,0.0,1.0,2.0
19065,0.0,1.0,1.0,3.0
19066,0.0,0.0,0.0,3.0
19067,0.0,0.0,2.0,3.0
19070,1.0,0.0,0.0,2.0
19071,4.0,14.0,37.0,188.0
19073,0.0,0.0,0.0,1.0
19074,0.0,0.0,1.0,6.0
19075,1.0,0.0,1.0,2.0
19076,0.0,0.0,0.0,1.0
19078,0.0,0.0,0.0,2.0
19079,2.0,0.0,0.0,1.0
19080,0.0,0.0,0.0,5.0
19081,0.0,1.0,1.0,2.0
19082,0.0,0.0,0.0,3.0
19086,2.0,2.0,23.0,39.0
19087,0.0,0.0,0.0,1.0
19088,1.0,0.0,3.0,2.0
19089,0.0,0.0,0.0,3.0
19090,1.0,0.0,1.0,1.0
19091,0.0,0.0,1.0,3.0
19092,4.0,1.0,3.0,14.0
19095,0.0,0.0,0.0,2.0
19096,0.0,0.0,0.0,7.0
19097,1.0,0.0,0.0,1.0
19098,0.0,0.0,2.0,1.0
19099,4.0,0.0,2.0,16.0
19102,0.0,0.0,2.0,4.0
19103,3.0,2.0,2.0,7.0
19104,0.0,0.0,0.0,1.0
19105,2.0,18.0,16.0,44.0
19106,1.0,0.0,2.0,3.0
19107,2.0,1.0,1.0,6.0
19108,1.0,0.0,1.0,6.0
19109,0.0,0.0,0.0,1.0
19110,0.0,0.0,0.0,2.0
19111,3.0,0.0,0.0,2.0
19112,0.0,0.0,0.0,1.0
19113,3.0,4.0,10.0,14.0
19114,0.0,0.0,0.0,2.0
19115,1.0,0.0,0.0,1.0
19116,0.0,0.0,0.0,1.0
19117,5.0,4.0,8.0,31.0
19118,0.0,0.0,0.0,1.0
19119,0.0,0.0,1.0,1.0
19120,3.0,0.0,0.0,4.0
19121,0.0,0.0,3.0,8.0
19122,0.0,0.0,1.0,2.0
19123,1.0,0.0,0.0,4.0
19124,1.0,0.0,3.0,6.0
19125,1.0,0.0,1.0,1.0
19126,2.0,2.0,5.0,16.0
19127,0.0,0.0,1.0,3.0
19129,0.0,0.0,0.0,2.0
19130,48.0,152.0,358.0,2696.0
19132,0.0,0.0,0.0,3.0
19133,6.0,1.0,1.0,3.0
19134,0.0,0.0,0.0,1.0
19135,0.0,0.0,3.0,5.0
19136,0.0,0.0,0.0,3.0
19138,1.0,0.0,5.0,12.0
19139,0.0,0.0,0.0,1.0
19142,2.0,0.0,2.0,6.0
19143,3.0,11.0,12.0,38.0
19145,0.0,0.0,0.0,2.0
19146,0.0,0.0,1.0,2.0
19147,0.0,1.0,0.0,2.0
19148,1.0,0.0,1.0,0.0
19150,0.0,0.0,1.0,5.0
19151,1.0,8.0,8.0,38.0
19152,3.0,2.0,8.0,12.0
19153,0.0,0.0,0.0,1.0
19154,0.0,0.0,1.0,2.0
19155,0.0,0.0,0.0,2.0
19156,2.0,11.0,13.0,44.0
19157,0.0,0.0,0.0,2.0
19159,0.0,0.0,2.0,6.0
19160,1.0,4.0,1.0,9.0
19161,2.0,2.0,1.0,3.0
19162,0.0,1.0,1.0,2.0
19163,0.0,0.0,0.0,4.0
19165,1.0,0.0,1.0,4.0
19166,0.0,0.0,0.0,5.0
19167,1.0,0.0,0.0,3.0
19168,1.0,1.0,2.0,7.0
19169,0.0,0.0,1.0,3.0
19170,0.0,0.0,2.0,9.0
19171,,,,
19172,2.0,0.0,0.0,5.0
19173,1.0,0.0,0.0,2.0
19174,1.0,2.0,0.0,6.0
19175,0.0,0.0,0.0,2.0
19176,1.0,2.0,0.0,4.0
19177,0.0,1.0,0.0,1.0
19178,0.0,0.0,1.0,1.0
19179,0.0,0.0,0.0,2.0
19181,0.0,0.0,0.0,1.0
19182,,,,
19183,0.0,0.0,1.0,1.0
19184,6.0,0.0,0.0,2.0
19185,0.0,1.0,0.0,1.0
19186,0.0,0.0,0.0,5.0
19187,0.0,0.0,2.0,2.0
19188,1.0,0.0,0.0,2.0
19189,2.0,0.0,0.0,4.0
19190,5.0,12.0,46.0,114.0
19191,0.0,0.0,0.0,2.0
19192,9.0,18.0,21.0,73.0
19193,0.0,1.0,0.0,2.0
19194,0.0,0.0,1.0,5.0
19195,0.0,0.0,1.0,1.0
19196,2.0,0.0,2.0,2.0
19197,0.0,0.0,0.0,1.0
19198,0.0,0.0,0.0,1.0
19199,0.0,0.0,0.0,2.0
19200,0.0,0.0,2.0,3.0
19201,0.0,0.0,1.0,4.0
19202,0.0,1.0,0.0,0.0
19203,1.0,0.0,0.0,3.0
19204,2.0,0.0,2.0,5.0
19208,0.0,1.0,0.0,0.0
19209,0.0,0.0,0.0,1.0
19210,1.0,0.0,0.0,1.0
19211,1.0,2.0,5.0,21.0
19212,0.0,0.0,8.0,30.0
19213,0.0,0.0,0.0,5.0
19214,1.0,0.0,1.0,2.0
19215,0.0,0.0,3.0,4.0
19216,1.0,0.0,0.0,4.0
19217,1.0,0.0,0.0,1.0
19218,0.0,0.0,1.0,1.0
19219,0.0,0.0,1.0,2.0
19220,1.0,1.0,8.0,29.0
19221,1.0,0.0,0.0,1.0
19222,1.0,0.0,0.0,6.0
19223,1.0,1.0,2.0,4.0
19224,1.0,0.0,0.0,2.0
19225,1.0,0.0,2.0,25.0
19226,0.0,0.0,0.0,4.0
19227,0.0,0.0,0.0,2.0
19228,1.0,0.0,0.0,3.0
19229,0.0,0.0,0.0,2.0
19230,1.0,11.0,3.0,15.0
19231,0.0,0.0,1.0,1.0
19232,0.0,0.0,0.0,2.0
19233,0.0,0.0,0.0,3.0
19234,0.0,0.0,0.0,1.0
19235,0.0,0.0,2.0,3.0
19237,0.0,1.0,1.0,1.0
19238,0.0,0.0,1.0,2.0
19239,0.0,0.0,1.0,5.0
19240,0.0,0.0,0.0,2.0
19241,0.0,0.0,1.0,1.0
19242,0.0,0.0,0.0,4.0
19243,1.0,0.0,0.0,1.0
19244,0.0,1.0,2.0,6.0
19245,5.0,3.0,22.0,41.0
19246,0.0,0.0,0.0,3.0
19247,0.0,0.0,0.0,4.0
19248,1.0,1.0,1.0,1.0
19249,0.0,0.0,0.0,2.0
19250,0.0,0.0,0.0,0.0
19251,0.0,0.0,0.0,5.0
19252,1.0,0.0,1.0,2.0
19254,0.0,0.0,1.0,2.0
19255,1.0,1.0,2.0,4.0
19256,0.0,0.0,0.0,2.0
19257,8.0,22.0,38.0,184.0
19258,1.0,1.0,0.0,3.0
19259,0.0,0.0,0.0,4.0
19260,0.0,1.0,0.0,1.0
19261,0.0,0.0,0.0,3.0
19262,0.0,0.0,1.0,8.0
19263,0.0,0.0,0.0,2.0
19264,0.0,0.0,0.0,2.0
19265,0.0,1.0,1.0,2.0
19266,0.0,2.0,2.0,10.0
19267,0.0,0.0,1.0,1.0
19268,2.0,0.0,0.0,1.0
19269,0.0,0.0,1.0,4.0
19270,0.0,0.0,0.0,1.0
19271,1.0,0.0,0.0,3.0
19272,2.0,0.0,1.0,2.0
19274,1.0,7.0,9.0,22.0
19277,0.0,0.0,0.0,1.0
19278,0.0,0.0,0.0,2.0
19279,1.0,0.0,0.0,4.0
19280,1.0,6.0,18.0,61.0
19281,0.0,0.0,0.0,1.0
19282,0.0,1.0,0.0,8.0
19283,2.0,0.0,0.0,2.0
19284,0.0,0.0,0.0,1.0
19285,0.0,0.0,0.0,2.0
19286,0.0,2.0,3.0,13.0
19287,8.0,0.0,1.0,5.0
19288,0.0,0.0,0.0,0.0
19289,0.0,0.0,0.0,1.0
19290,0.0,3.0,1.0,23.0
19291,2.0,5.0,13.0,31.0
19293,2.0,0.0,5.0,28.0
19294,0.0,0.0,0.0,2.0
19296,0.0,0.0,0.0,1.0
19297,0.0,0.0,1.0,2.0
19298,1.0,0.0,2.0,1.0
19299,1.0,0.0,0.0,2.0
19300,0.0,0.0,3.0,18.0
19301,0.0,0.0,0.0,2.0
19302,0.0,0.0,0.0,1.0
19303,2.0,0.0,0.0,2.0
19304,1.0,0.0,0.0,4.0
19305,0.0,0.0,3.0,2.0
19306,1.0,0.0,0.0,6.0
19307,0.0,1.0,0.0,1.0
19308,0.0,0.0,0.0,1.0
19309,0.0,0.0,0.0,2.0
19310,0.0,0.0,0.0,1.0
19311,0.0,0.0,0.0,5.0
19314,0.0,0.0,1.0,1.0
19317,3.0,0.0,3.0,7.0
19318,1.0,0.0,0.0,1.0
19319,2.0,2.0,18.0,77.0
19321,0.0,0.0,0.0,3.0
19322,0.0,0.0,0.0,1.0
19323,0.0,0.0,0.0,2.0
19324,0.0,0.0,1.0,5.0
19325,0.0,0.0,0.0,4.0
19326,0.0,0.0,3.0,20.0
19327,6.0,1.0,4.0,13.0
19329,0.0,0.0,0.0,2.0
19330,1.0,0.0,0.0,3.0
19331,6.0,9.0,12.0,53.0
19332,1.0,0.0,1.0,2.0
19333,2.0,1.0,0.0,2.0
19334,0.0,0.0,0.0,1.0
19335,3.0,0.0,1.0,6.0
19901,0.0,0.0,0.0,1.0
20001,1.0,0.0,2.0,11.0
20002,0.0,27.0,7.0,37.0
20003,1.0,12.0,2.0,19.0
20004,0.0,5.0,0.0,7.0
20005,1.0,14.0,7.0,31.0
20006,1.0,1.0,0.0,9.0
20007,0.0,7.0,4.0,13.0
20008,1.0,4.0,3.0,12.0
20009,1.0,83.0,36.0,324.0
20010,0.0,10.0,7.0,52.0
20011,4.0,9.0,3.0,33.0
20012,0.0,1.0,3.0,11.0
20013,0.0,24.0,22.0,114.0
20014,4.0,35.0,12.0,41.0
20015,6.0,19.0,14.0,47.0
20016,3.0,13.0,1.0,14.0
20017,1.0,90.0,37.0,233.0
20018,9.0,118.0,64.0,411.0
20019,1.0,48.0,45.0,365.0
20020,0.0,1.0,0.0,5.0
20021,0.0,23.0,6.0,14.0
20022,0.0,3.0,3.0,11.0
20023,2.0,2.0,2.0,12.0
20024,0.0,4.0,0.0,10.0
20025,1.0,10.0,2.0,30.0
20026,1.0,2.0,0.0,7.0
20027,4.0,33.0,3.0,74.0
20028,4.0,35.0,15.0,52.0
20029,2.0,75.0,15.0,135.0
20030,3.0,135.0,59.0,808.0
20031,0.0,4.0,0.0,6.0
20032,4.0,144.0,32.0,293.0
20033,2.0,26.0,1.0,25.0
20034,2.0,16.0,13.0,63.0
20035,1.0,23.0,3.0,20.0
20036,37.0,21.0,20.0,432.0
20037,0.0,0.0,0.0,4.0
20038,1.0,7.0,4.0,17.0
20039,32.0,19.0,1.0,68.0
20040,5.0,159.0,69.0,461.0
20041,0.0,1.0,0.0,8.0
20042,2.0,38.0,13.0,70.0
20043,5.0,26.0,6.0,48.0
20044,0.0,14.0,0.0,12.0
20045,3.0,226.0,168.0,1901.0
20046,0.0,30.0,9.0,46.0
20047,0.0,8.0,2.0,8.0
20048,1.0,0.0,1.0,5.0
20049,4.0,42.0,12.0,111.0
20050,1.0,6.0,3.0,10.0
20051,4.0,36.0,17.0,140.0
20052,0.0,12.0,5.0,29.0
20053,1.0,80.0,42.0,151.0
20054,0.0,9.0,0.0,15.0
20055,1.0,65.0,40.0,503.0
20056,8.0,21.0,12.0,75.0
20057,0.0,1.0,0.0,7.0
20058,0.0,16.0,1.0,54.0
20059,3.0,72.0,18.0,232.0
20060,1.0,1.0,0.0,4.0
20061,8.0,10.0,20.0,122.0
20062,1.0,13.0,3.0,38.0
20063,8.0,109.0,80.0,480.0
20064,43.0,20.0,30.0,326.0
20065,0.0,39.0,9.0,68.0
20066,4.0,3.0,2.0,16.0
20067,8.0,87.0,85.0,671.0
20068,0.0,2.0,0.0,11.0
20069,24.0,340.0,530.0,8444.0
20070,1.0,5.0,3.0,28.0
20071,7.0,91.0,52.0,607.0
20072,5.0,44.0,25.0,150.0
20073,11.0,60.0,26.0,198.0
20074,1.0,123.0,42.0,362.0
20075,1.0,18.0,16.0,127.0
20076,0.0,21.0,22.0,233.0
20077,1.0,32.0,30.0,186.0
20078,1.0,12.0,11.0,32.0
20079,8.0,93.0,69.0,678.0
20080,0.0,26.0,17.0,177.0
20081,1.0,57.0,33.0,186.0
20901,0.0,39.0,4.0,39.0
20902,2.0,48.0,59.0,397.0
20903,6.0,105.0,89.0,247.0
20904,0.0,0.0,3.0,3.0
20905,1.0,0.0,0.0,4.0
20906,0.0,0.0,0.0,4.0
20907,,,,
21001,8.0,0.0,2.0,15.0
21002,15.0,16.0,23.0,263.0
21003,6.0,2.0,1.0,13.0
21004,16.0,7.0,8.0,27.0
21005,153.0,37.0,80.0,461.0
21006,9.0,11.0,7.0,41.0
21007,37.0,37.0,39.0,229.0
21008,25.0,6.0,5.0,33.0
21009,6.0,2.0,3.0,13.0
21010,108.0,35.0,52.0,454.0
21011,54.0,8.0,19.0,64.0
21012,3.0,1.0,3.0,3.0
21013,43.0,49.0,39.0,227.0
21014,93.0,14.0,26.0,86.0
21015,4.0,0.0,1.0,11.0
21016,12.0,4.0,7.0,18.0
21017,8.0,8.0,13.0,52.0
21018,3.0,3.0,3.0,26.0
21019,2.0,3.0,1.0,8.0
21020,3.0,1.0,1.0,3.0
21021,154.0,29.0,49.0,334.0
21022,4.0,1.0,1.0,6.0
21023,14.0,2.0,6.0,29.0
21024,4.0,4.0,3.0,5.0
21025,24.0,14.0,24.0,65.0
21026,2.0,0.0,3.0,4.0
21027,2.0,0.0,1.0,0.0
21028,15.0,0.0,2.0,3.0
21029,11.0,15.0,6.0,37.0
21030,23.0,2.0,12.0,21.0
21031,17.0,2.0,5.0,17.0
21032,19.0,1.0,9.0,28.0
21033,9.0,1.0,8.0,17.0
21034,7.0,10.0,10.0,24.0
21035,69.0,23.0,40.0,146.0
21036,5.0,0.0,1.0,3.0
21037,4.0,0.0,3.0,9.0
21038,11.0,4.0,10.0,22.0
21039,5.0,1.0,3.0,3.0
21040,52.0,8.0,9.0,49.0
21041,172.0,214.0,395.0,4277.0
21042,177.0,29.0,43.0,381.0
21043,7.0,33.0,11.0,40.0
21044,187.0,43.0,83.0,513.0
21045,2.0,1.0,2.0,5.0
21046,180.0,2.0,6.0,34.0
21047,9.0,3.0,5.0,18.0
21048,2.0,1.0,3.0,4.0
21049,3.0,14.0,11.0,72.0
21050,241.0,43.0,57.0,330.0
21051,4.0,0.0,2.0,10.0
21052,1.0,9.0,9.0,91.0
21053,22.0,7.0,13.0,67.0
21054,27.0,33.0,25.0,188.0
21055,118.0,60.0,55.0,218.0
21056,31.0,4.0,9.0,36.0
21057,13.0,0.0,7.0,14.0
21058,15.0,7.0,10.0,33.0
21059,2.0,3.0,3.0,3.0
21060,42.0,23.0,49.0,333.0
21061,57.0,17.0,26.0,92.0
21062,9.0,2.0,5.0,28.0
21063,40.0,15.0,16.0,38.0
21064,17.0,28.0,37.0,154.0
21065,3.0,0.0,3.0,4.0
21066,7.0,0.0,1.0,7.0
21067,1.0,1.0,2.0,14.0
21068,9.0,4.0,3.0,15.0
21069,37.0,11.0,14.0,49.0
21070,23.0,17.0,28.0,125.0
21071,2.0,0.0,0.0,3.0
21072,31.0,70.0,49.0,264.0
21073,21.0,7.0,10.0,37.0
21074,7.0,7.0,6.0,51.0
21075,1.0,1.0,2.0,4.0
21076,38.0,15.0,14.0,49.0
21077,18.0,4.0,13.0,24.0
21078,14.0,6.0,8.0,40.0
21079,36.0,0.0,3.0,16.0
21902,,,,
22001,1.0,2.0,2.0,7.0
22002,2.0,0.0,2.0,6.0
22003,2.0,0.0,0.0,4.0
22004,0.0,0.0,1.0,4.0
22006,1.0,2.0,6.0,51.0
22007,14.0,6.0,9.0,29.0
22008,3.0,0.0,0.0,1.0
22009,9.0,1.0,4.0,21.0
22011,3.0,0.0,0.0,3.0
22012,2.0,2.0,2.0,0.0
22013,1.0,3.0,0.0,4.0
22014,4.0,2.0,1.0,8.0
22015,4.0,0.0,1.0,10.0
22016,9.0,2.0,2.0,17.0
22017,11.0,7.0,7.0,34.0
22018,5.0,2.0,2.0,9.0
22019,1.0,0.0,1.0,3.0
22020,1.0,1.0,0.0,3.0
22021,11.0,10.0,16.0,52.0
22022,5.0,4.0,7.0,11.0
22023,7.0,4.0,3.0,6.0
22024,2.0,2.0,3.0,16.0
22025,49.0,12.0,9.0,27.0
22027,2.0,1.0,2.0,9.0
22028,1.0,1.0,5.0,7.0
22029,2.0,2.0,0.0,2.0
22032,0.0,0.0,0.0,6.0
22035,4.0,1.0,0.0,12.0
22036,1.0,0.0,0.0,0.0
22037,0.0,0.0,0.0,6.0
22039,0.0,5.0,8.0,34.0
22040,0.0,1.0,1.0,3.0
22041,0.0,0.0,3.0,6.0
22042,0.0,0.0,1.0,1.0
22043,0.0,1.0,0.0,1.0
22044,2.0,0.0,1.0,3.0
22045,0.0,0.0,0.0,2.0
22046,4.0,4.0,5.0,16.0
22047,0.0,1.0,1.0,3.0
22048,26.0,94.0,87.0,527.0
22049,2.0,0.0,0.0,2.0
22050,1.0,0.0,1.0,2.0
22051,1.0,0.0,0.0,1.0
22052,30.0,2.0,4.0,24.0
22053,15.0,4.0,8.0,30.0
22054,1.0,1.0,16.0,165.0
22055,5.0,1.0,3.0,3.0
22057,0.0,0.0,3.0,24.0
22058,3.0,1.0,1.0,3.0
22059,2.0,5.0,5.0,67.0
22060,30.0,14.0,7.0,27.0
22061,43.0,79.0,65.0,299.0
22062,2.0,1.0,0.0,7.0
22063,4.0,0.0,0.0,1.0
22064,4.0,0.0,0.0,3.0
22066,2.0,2.0,4.0,45.0
22067,1.0,0.0,0.0,4.0
22068,0.0,0.0,0.0,0.0
22069,2.0,2.0,4.0,25.0
22072,2.0,0.0,1.0,4.0
22074,4.0,4.0,3.0,15.0
22075,0.0,0.0,2.0,1.0
22076,3.0,3.0,1.0,12.0
22077,6.0,2.0,4.0,10.0
22078,0.0,2.0,1.0,35.0
22079,3.0,2.0,0.0,2.0
22080,2.0,0.0,3.0,6.0
22081,5.0,1.0,2.0,3.0
22082,3.0,8.0,2.0,9.0
22083,9.0,1.0,0.0,6.0
22084,1.0,3.0,2.0,24.0
22085,1.0,1.0,2.0,1.0
22086,1.0,0.0,0.0,7.0
22087,5.0,1.0,0.0,1.0
22088,2.0,4.0,0.0,1.0
22089,1.0,1.0,2.0,7.0
22090,0.0,0.0,2.0,1.0
22094,1.0,0.0,1.0,2.0
22095,0.0,0.0,1.0,3.0
22096,1.0,5.0,1.0,6.0
22099,17.0,12.0,3.0,16.0
22102,3.0,0.0,1.0,5.0
22103,10.0,4.0,6.0,16.0
22105,3.0,1.0,1.0,5.0
22106,0.0,0.0,0.0,0.0
22107,0.0,0.0,1.0,4.0
22109,3.0,2.0,6.0,11.0
22110,11.0,6.0,10.0,12.0
22111,3.0,0.0,2.0,3.0
22112,128.0,71.0,75.0,448.0
22113,5.0,1.0,5.0,8.0
22114,0.0,0.0,1.0,0.0
22115,1.0,7.0,2.0,19.0
22116,40.0,10.0,17.0,47.0
22117,12.0,15.0,36.0,97.0
22119,12.0,11.0,4.0,26.0
22122,0.0,0.0,0.0,2.0
22124,5.0,1.0,0.0,3.0
22125,46.0,196.0,265.0,2115.0
22126,2.0,0.0,1.0,0.0
22127,3.0,3.0,3.0,10.0
22128,7.0,4.0,1.0,1.0
22129,1.0,2.0,3.0,9.0
22130,9.0,32.0,81.0,555.0
22131,0.0,0.0,3.0,3.0
22133,3.0,1.0,0.0,9.0
22135,3.0,0.0,1.0,4.0
22136,12.0,1.0,1.0,19.0
22137,8.0,4.0,8.0,17.0
22139,0.0,0.0,1.0,2.0
22141,1.0,1.0,0.0,6.0
22142,3.0,0.0,1.0,6.0
22143,2.0,0.0,3.0,8.0
22144,0.0,1.0,1.0,3.0
22149,2.0,0.0,1.0,6.0
22150,7.0,3.0,1.0,11.0
22151,0.0,0.0,0.0,0.0
22155,3.0,0.0,0.0,0.0
22156,2.0,0.0,4.0,12.0
22157,5.0,0.0,2.0,8.0
22158,35.0,98.0,72.0,452.0
22160,2.0,0.0,0.0,5.0
22162,4.0,1.0,3.0,6.0
22163,2.0,1.0,2.0,14.0
22164,0.0,0.0,0.0,1.0
22165,2.0,1.0,4.0,6.0
22167,18.0,0.0,3.0,10.0
22168,0.0,0.0,0.0,0.0
22170,0.0,2.0,10.0,61.0
22172,9.0,1.0,4.0,21.0
22173,4.0,2.0,0.0,5.0
22174,6.0,2.0,3.0,16.0
22175,4.0,0.0,1.0,5.0
22176,0.0,0.0,0.0,3.0
22177,0.0,0.0,0.0,1.0
22178,1.0,0.0,2.0,5.0
22181,2.0,0.0,1.0,2.0
22182,0.0,1.0,1.0,9.0
22184,2.0,5.0,1.0,3.0
22186,0.0,1.0,1.0,3.0
22187,0.0,2.0,3.0,16.0
22188,2.0,1.0,1.0,9.0
22189,0.0,0.0,3.0,9.0
22190,0.0,0.0,0.0,2.0
22193,1.0,0.0,1.0,4.0
22195,1.0,1.0,3.0,7.0
22197,7.0,1.0,3.0,8.0
22199,9.0,41.0,66.0,266.0
22200,0.0,1.0,2.0,14.0
22201,3.0,1.0,0.0,7.0
22202,6.0,2.0,1.0,4.0
22203,5.0,0.0,0.0,1.0
22204,0.0,2.0,8.0,166.0
22205,3.0,3.0,2.0,7.0
22206,3.0,0.0,1.0,3.0
22207,0.0,0.0,2.0,7.0
22208,2.0,2.0,2.0,4.0
22209,3.0,0.0,3.0,7.0
22212,1.0,0.0,0.0,1.0
22213,32.0,32.0,36.0,130.0
22214,1.0,2.0,1.0,6.0
22215,1.0,0.0,0.0,3.0
22217,2.0,0.0,2.0,8.0
22218,3.0,0.0,0.0,0.0
22220,2.0,1.0,2.0,4.0
22221,0.0,0.0,2.0,6.0
22222,3.0,2.0,7.0,8.0
22223,1.0,0.0,0.0,2.0
22225,29.0,28.0,27.0,96.0
22226,2.0,4.0,7.0,20.0
22227,0.0,0.0,1.0,8.0
22228,0.0,5.0,2.0,9.0
22229,3.0,0.0,2.0,2.0
22230,0.0,0.0,2.0,18.0
22232,1.0,1.0,0.0,3.0
22233,0.0,0.0,0.0,2.0
22234,20.0,7.0,4.0,16.0
22235,2.0,0.0,0.0,1.0
22236,6.0,0.0,0.0,5.0
22239,2.0,0.0,0.0,1.0
22242,0.0,1.0,0.0,2.0
22243,2.0,0.0,0.0,2.0
22244,1.0,0.0,0.0,0.0
22245,6.0,1.0,3.0,11.0
22246,0.0,0.0,1.0,1.0
22247,1.0,0.0,1.0,1.0
22248,2.0,0.0,0.0,3.0
22249,0.0,0.0,0.0,7.0
22250,1.0,1.0,2.0,27.0
22251,9.0,2.0,1.0,5.0
22252,0.0,0.0,0.0,1.0
22253,0.0,0.0,0.0,0.0
22254,37.0,8.0,5.0,32.0
22901,4.0,4.0,7.0,19.0
22902,2.0,1.0,1.0,10.0
22903,15.0,5.0,7.0,14.0
22904,11.0,5.0,5.0,19.0
22905,10.0,1.0,0.0,8.0
22906,0.0,0.0,1.0,4.0
22907,5.0,8.0,24.0,100.0
22908,6.0,0.0,2.0,2.0
22909,7.0,1.0,3.0,8.0
23001,114.0,3.0,0.0,14.0
23002,645.0,117.0,58.0,491.0
23003,718.0,50.0,33.0,174.0
23004,10.0,2.0,0.0,6.0
23005,357.0,152.0,130.0,799.0
23006,399.0,27.0,17.0,71.0
23007,299.0,15.0,11.0,51.0
23008,89.0,6.0,9.0,22.0
23009,736.0,78.0,62.0,374.0
23010,309.0,114.0,49.0,395.0
23011,86.0,4.0,7.0,28.0
23012,477.0,15.0,13.0,89.0
23014,142.0,9.0,9.0,40.0
23015,94.0,3.0,3.0,19.0
23016,43.0,2.0,0.0,8.0
23017,70.0,6.0,2.0,21.0
23018,173.0,9.0,6.0,33.0
23019,165.0,9.0,5.0,32.0
23020,182.0,7.0,7.0,26.0
23021,28.0,4.0,1.0,14.0
23024,76.0,80.0,25.0,239.0
23025,205.0,17.0,7.0,38.0
